numbers,valid,location
4113590765,False,Etc/Unknown
7678589407,False,Etc/Unknown
8969036638,False,Etc/Unknown
9787157106,True,America/New_York
2904138581,False,Etc/Unknown
2896394672,True,America/Toronto
6656009044,False,Etc/Unknown
2618728021,False,Etc/Unknown
6922388354,False,Etc/Unknown
9156123196,True,America/Denver
2975297696,False,Etc/Unknown
5208155811,True,America/Denver
8889315885,True,America/Adak
7786212242,True,America/Vancouver
5695522601,False,Etc/Unknown
2898995437,True,America/Toronto
9245781221,False,Etc/Unknown
4886235887,False,Etc/Unknown
5287591572,False,Etc/Unknown
4677137769,False,Etc/Unknown
2509630555,True,America/Vancouver
5098784353,True,America/Los_Angeles
5297478654,False,Etc/Unknown
9865154085,True,America/Boise
3424486751,False,Etc/Unknown
9289254718,True,America/Denver
2032853842,True,America/New_York
9064828457,True,America/New_York
8655692970,True,America/New_York
5853222308,True,America/New_York
3094649214,True,America/Chicago
4352989119,True,America/Denver
3328413712,True,America/New_York
9809039215,True,America/New_York
4265119892,False,Etc/Unknown
3478884290,True,America/New_York
4064704217,True,America/Denver
3326802938,True,America/New_York
3053827419,True,America/New_York
9425723268,False,Etc/Unknown
9133958746,True,America/Chicago
9454930168,False,Etc/Unknown
3365155576,True,America/New_York
8876817401,False,Etc/Unknown
7469986020,False,Etc/Unknown
5233961320,False,Etc/Unknown
5786438520,False,Etc/Unknown
8983261985,False,Etc/Unknown
7256107263,True,America/Los_Angeles
4375723425,True,America/Winnipeg
9283638684,True,America/Denver
6056225991,True,America/Chicago
3557889447,False,Etc/Unknown
2716773308,False,Etc/Unknown
5726239960,False,Etc/Unknown
3749136521,False,Etc/Unknown
3528900557,True,America/New_York
8398438332,False,Etc/Unknown
2619984204,False,Etc/Unknown
7596805096,False,Etc/Unknown
2417759272,False,Etc/Unknown
8762617867,True,America/Adak
3095911948,True,America/Chicago
3635040293,False,Etc/Unknown
3156664525,True,America/New_York
4258346677,True,America/Los_Angeles
5708250215,True,America/New_York
6747876777,False,Etc/Unknown
4608188822,False,Etc/Unknown
5137770831,True,America/New_York
5532917871,False,Etc/Unknown
4594770152,False,Etc/Unknown
8664852597,True,America/Adak
5175870332,True,America/New_York
7698829916,True,America/Chicago
6275063632,False,Etc/Unknown
9563956414,True,America/Chicago
7906223180,False,Etc/Unknown
9754496788,False,Etc/Unknown
8457494374,True,America/New_York
7206948614,True,America/Denver
5197959965,True,America/Toronto
8097873446,True,America/Santo_Domingo
6408827826,True,America/Adak
2327284954,False,Etc/Unknown
5705782928,True,America/New_York
8374064775,False,Etc/Unknown
7627928129,True,America/New_York
5962742292,False,Etc/Unknown
6829808590,True,America/Chicago
8828893347,False,Etc/Unknown
5504784552,False,Etc/Unknown
9293344891,True,America/New_York
4028585466,True,America/Chicago
3548329525,False,Etc/Unknown
9868765342,True,America/Boise
7156713357,True,America/Chicago
8716144200,False,Etc/Unknown
2737345615,False,Etc/Unknown
3918336655,False,Etc/Unknown
9922905928,False,Etc/Unknown
3507380571,False,Etc/Unknown
7973810235,False,Etc/Unknown
9388422579,True,America/Chicago
7973170869,False,Etc/Unknown
5969399772,False,Etc/Unknown
5906873082,False,Etc/Unknown
9258161952,True,America/Los_Angeles
4866460347,False,Etc/Unknown
4603713846,False,Etc/Unknown
6129993567,True,America/Chicago
5585115946,False,Etc/Unknown
2458445239,False,Etc/Unknown
6035290605,True,America/New_York
5273586102,False,Etc/Unknown
4748793780,False,Etc/Unknown
8662117827,True,America/Adak
3986081016,False,Etc/Unknown
4606610927,False,Etc/Unknown
4234640692,True,America/Chicago
5056545240,True,America/Denver
6673595701,True,America/New_York
8496415289,True,America/Santo_Domingo
7604244617,True,America/Los_Angeles
9637923430,False,Etc/Unknown
5486138899,True,America/Toronto
8676855199,True,America/Fort_Nelson
7235246295,False,Etc/Unknown
7276743420,True,America/New_York
5703317571,True,America/New_York
7734940713,True,America/Chicago
3539449077,False,Etc/Unknown
4312322855,True,America/Winnipeg
6306020063,True,America/Chicago
4642669843,False,Etc/Unknown
7086894285,True,America/Chicago
3534309613,False,Etc/Unknown
8903285480,False,Etc/Unknown
7753676358,True,America/Boise
9373701386,True,America/New_York
4289032471,False,Etc/Unknown
6857356840,False,Etc/Unknown
6818569417,True,America/New_York
2416840350,False,Etc/Unknown
7693152878,True,America/Chicago
6853855632,False,Etc/Unknown
9599474406,True,America/New_York
6974960540,False,Etc/Unknown
2757992298,False,Etc/Unknown
6254402861,False,Etc/Unknown
6559742287,False,Etc/Unknown
3517001450,True,America/New_York
3485304673,False,Etc/Unknown
9239172499,False,Etc/Unknown
2415809396,False,Etc/Unknown
8225686082,False,Etc/Unknown
6523172864,False,Etc/Unknown
9077603165,True,America/Adak
4042975596,True,America/New_York
2157788436,True,America/New_York
4015913699,True,America/New_York
6058559554,True,America/Denver
5989310662,False,Etc/Unknown
9725863711,True,America/Chicago
9635076309,False,Etc/Unknown
9569285428,True,America/Chicago
9054342399,True,America/Toronto
4756109920,True,America/New_York
5718076004,True,America/New_York
7798614123,True,America/Chicago
9443959951,False,Etc/Unknown
9938001969,False,Etc/Unknown
7849671286,False,Etc/Unknown
2077103791,True,America/New_York
3797059173,False,Etc/Unknown
9443585581,False,Etc/Unknown
9723957123,True,America/Chicago
2728827496,True,America/New_York
5318805495,True,America/Chicago
4533038162,False,Etc/Unknown
4375322545,True,America/Winnipeg
7998677659,False,Etc/Unknown
4203705228,False,Etc/Unknown
6357289711,False,Etc/Unknown
9694477231,False,Etc/Unknown
9023563841,True,America/Halifax
3402620782,False,Etc/Unknown
3173894054,True,America/New_York
7372909345,True,America/Chicago
7696257662,True,America/Chicago
6204202489,True,America/Chicago
8277965792,False,Etc/Unknown
4997407083,False,Etc/Unknown
8114179079,False,Etc/Unknown
6945327557,False,Etc/Unknown
7136867768,True,America/Chicago
8962932053,False,Etc/Unknown
5529963136,False,Etc/Unknown
6538668471,False,Etc/Unknown
7047464087,True,America/New_York
4904198546,False,Etc/Unknown
4668878227,False,Etc/Unknown
3068714455,True,America/Winnipeg
7896733932,False,Etc/Unknown
4363646251,False,Etc/Unknown
5923836815,False,Etc/Unknown
7406036052,True,America/New_York
3983387102,False,Etc/Unknown
7723303137,True,America/New_York
9626610461,False,Etc/Unknown
6269531097,True,America/Los_Angeles
6423454057,False,Etc/Unknown
7725724173,True,America/New_York
5184772844,True,America/New_York
4213057272,False,Etc/Unknown
5459172371,False,Etc/Unknown
8369932433,False,Etc/Unknown
6838027866,False,Etc/Unknown
5773643293,True,America/Adak
6409410621,True,America/Adak
5544156884,False,Etc/Unknown
8996498496,False,Etc/Unknown
2179377290,True,America/Chicago
3056681350,True,America/New_York
8664935051,True,America/Adak
9426957834,False,Etc/Unknown
2288183461,True,America/Chicago
4756333252,True,America/New_York
8136984203,True,America/New_York
6875677305,False,Etc/Unknown
7969889602,False,Etc/Unknown
4522170048,False,Etc/Unknown
6436631730,False,Etc/Unknown
8482348009,True,America/New_York
7524545616,False,Etc/Unknown
3716322439,False,Etc/Unknown
3202061221,True,America/Chicago
9453662240,False,Etc/Unknown
5899156939,False,Etc/Unknown
7417102355,False,Etc/Unknown
5222079467,True,America/Adak
3253842018,True,America/Chicago
9019073499,True,America/Chicago
2059960770,True,America/Chicago
3944868032,False,Etc/Unknown
8394464571,False,Etc/Unknown
6658900407,False,Etc/Unknown
7688035781,False,Etc/Unknown
7534241830,False,Etc/Unknown
6166105054,True,America/New_York
2182863952,True,America/Chicago
3958650359,False,Etc/Unknown
9608064458,False,Etc/Unknown
5824660577,False,Etc/Unknown
6906000370,False,Etc/Unknown
5088247216,True,America/New_York
5472099975,False,Etc/Unknown
6352723681,False,Etc/Unknown
2344372744,True,America/New_York
7464281984,False,Etc/Unknown
9208543935,True,America/Chicago
4142866642,True,America/Chicago
8667273286,True,America/Adak
8543467924,True,America/New_York
2339658459,False,Etc/Unknown
3164497680,True,America/Chicago
3747660931,False,Etc/Unknown
9425279579,False,Etc/Unknown
8408020533,False,Etc/Unknown
7614969321,False,Etc/Unknown
5926576217,False,Etc/Unknown
7584423827,False,Etc/Unknown
3419549418,True,America/Los_Angeles
2846095802,False,Etc/Unknown
2713384610,False,Etc/Unknown
9205418102,True,America/Chicago
2276737465,False,Etc/Unknown
5764334445,False,Etc/Unknown
9738302680,True,America/New_York
2846557442,False,Etc/Unknown
4494958035,False,Etc/Unknown
4608024446,False,Etc/Unknown
9075624373,True,America/Juneau
7005634021,False,Etc/Unknown
9033652303,True,America/Chicago
8824550831,False,Etc/Unknown
3134758965,True,America/New_York
3739760060,False,Etc/Unknown
9966902734,False,Etc/Unknown
4759870069,True,America/New_York
6788213628,True,America/New_York
3272469291,False,Etc/Unknown
8263549583,False,Etc/Unknown
6923075495,False,Etc/Unknown
6917829752,False,Etc/Unknown
8172738288,True,America/Chicago
6323507413,False,Etc/Unknown
8493041176,True,America/Santo_Domingo
3553543815,False,Etc/Unknown
4326987158,True,America/Chicago
5486665046,True,America/Toronto
6818823744,True,America/New_York
2822389503,False,Etc/Unknown
8668458042,True,America/Adak
8932251751,False,Etc/Unknown
7164218185,True,America/New_York
6009935743,True,America/Adak
2415637850,False,Etc/Unknown
8036090850,True,America/New_York
3832305592,False,Etc/Unknown
7133206537,True,America/Chicago
3574316762,False,Etc/Unknown
3643409836,True,America/New_York
8209981522,True,America/Los_Angeles
3524291586,True,America/New_York
8483946272,True,America/New_York
4483889522,False,Etc/Unknown
9327076957,False,Etc/Unknown
8687320941,True,America/Adak
5094440543,True,America/Los_Angeles
9417786131,True,America/New_York
8632267392,True,America/New_York
6462961876,True,America/New_York
7775215703,False,Etc/Unknown
7998530380,False,Etc/Unknown
9965511046,False,Etc/Unknown
6097032219,True,America/New_York
7048574259,True,America/New_York
6304969000,True,America/Chicago
9134208256,True,America/Chicago
8898073824,False,Etc/Unknown
7703778392,True,America/New_York
6114086776,False,Etc/Unknown
2428881914,False,Etc/Unknown
7057086457,True,America/Toronto
4767672155,False,Etc/Unknown
7892118023,False,Etc/Unknown
2183975874,True,America/Chicago
5329250406,False,Etc/Unknown
4947161757,False,Etc/Unknown
9964671379,False,Etc/Unknown
5966252360,False,Etc/Unknown
6838925894,False,Etc/Unknown
8236648462,False,Etc/Unknown
2496928952,True,America/Toronto
6917810770,False,Etc/Unknown
5836084058,False,Etc/Unknown
3716984027,False,Etc/Unknown
2314493602,True,America/New_York
7356453761,False,Etc/Unknown
7186821498,True,America/New_York
9607872338,False,Etc/Unknown
3972635416,False,Etc/Unknown
4925088230,False,Etc/Unknown
8359681569,False,Etc/Unknown
6307679085,True,America/Chicago
8489895349,True,America/New_York
4676430683,False,Etc/Unknown
3789330043,False,Etc/Unknown
7145407734,True,America/Los_Angeles
2585561083,False,Etc/Unknown
2202487571,True,America/New_York
3195937275,True,America/Chicago
9122717187,True,America/New_York
2954015489,False,Etc/Unknown
2867120189,False,Etc/Unknown
4925629922,False,Etc/Unknown
7266694733,True,America/Chicago
4847569986,True,America/New_York
6085434970,True,America/Chicago
6796434271,False,Etc/Unknown
8844303808,False,Etc/Unknown
3877854669,False,Etc/Unknown
7617038183,False,Etc/Unknown
5274706626,False,Etc/Unknown
7045057314,True,America/New_York
2863562268,False,Etc/Unknown
5586190690,False,Etc/Unknown
5638246198,True,America/Chicago
2438286648,False,Etc/Unknown
7319683776,True,America/Chicago
6595240918,False,Etc/Unknown
5476465914,False,Etc/Unknown
8294005137,True,America/Santo_Domingo
3789700494,False,Etc/Unknown
3613110684,True,America/Chicago
2432584396,False,Etc/Unknown
7073663178,True,America/Los_Angeles
7038595287,True,America/New_York
9774636776,False,Etc/Unknown
9949316875,False,Etc/Unknown
8767504007,True,America/Jamaica
8065381702,True,America/Chicago
2133970149,True,America/Los_Angeles
7632641478,True,America/Chicago
5214440324,True,America/Adak
8407627611,False,Etc/Unknown
6749730078,False,Etc/Unknown
3509783925,False,Etc/Unknown
6388707735,False,Etc/Unknown
2185687571,True,America/Chicago
9448723452,False,Etc/Unknown
6543589689,False,Etc/Unknown
4419508170,False,Etc/Unknown
4366444119,False,Etc/Unknown
4364792383,False,Etc/Unknown
8428751674,False,Etc/Unknown
9213092857,False,Etc/Unknown
6477891727,True,America/Toronto
5102927279,True,America/Los_Angeles
9106379631,True,America/New_York
9347314520,True,America/New_York
4507797476,True,America/Toronto
9514079738,True,America/Los_Angeles
5585603250,False,Etc/Unknown
8673788585,True,America/Fort_Nelson
4517126496,False,Etc/Unknown
2116351691,False,Etc/Unknown
9474754975,True,America/New_York
4367768029,False,Etc/Unknown
2336945889,False,Etc/Unknown
4958791224,False,Etc/Unknown
4815662987,False,Etc/Unknown
8054080315,True,America/Los_Angeles
5156867293,True,America/Chicago
4278133007,False,Etc/Unknown
5253456826,False,Etc/Unknown
4902651630,False,Etc/Unknown
2764404484,True,America/New_York
9714332870,True,America/Los_Angeles
8123577058,True,America/New_York
7555417760,False,Etc/Unknown
7945246871,False,Etc/Unknown
8825393220,False,Etc/Unknown
2027256611,True,America/New_York
7425240588,False,Etc/Unknown
4553332031,False,Etc/Unknown
3709542350,False,Etc/Unknown
5298562171,False,Etc/Unknown
6459231210,False,Etc/Unknown
2233725963,True,America/New_York
8407505100,False,Etc/Unknown
6319506786,True,America/New_York
9337219004,False,Etc/Unknown
8255807471,True,America/Edmonton
2917080942,False,Etc/Unknown
7858427047,True,America/Chicago
4404319127,True,America/New_York
2567781711,True,America/Chicago
2349833346,True,America/New_York
7309303938,False,Etc/Unknown
3289695260,False,Etc/Unknown
4012840667,True,America/New_York
7054436453,True,America/Toronto
7596201939,False,Etc/Unknown
7178192642,True,America/New_York
4803745045,True,America/Denver
8688339656,False,Etc/Unknown
3993714361,False,Etc/Unknown
8078117529,True,America/Toronto
5275115883,False,Etc/Unknown
7367669235,False,Etc/Unknown
3028661644,True,America/New_York
8147252482,True,America/New_York
5973564348,False,Etc/Unknown
6215327566,False,Etc/Unknown
9756588769,False,Etc/Unknown
4022920051,True,America/Chicago
4196369721,True,America/New_York
4502366574,True,America/Toronto
8337724639,True,America/Adak
8293334082,True,America/Santo_Domingo
4917341991,False,Etc/Unknown
9843663177,True,America/New_York
4489711939,False,Etc/Unknown
5299686892,False,Etc/Unknown
4154656890,True,America/Los_Angeles
6979190513,False,Etc/Unknown
5568729506,False,Etc/Unknown
7642597673,False,Etc/Unknown
5307710735,True,America/Los_Angeles
8726840685,True,America/Chicago
3916740276,False,Etc/Unknown
7914222154,False,Etc/Unknown
9022105961,True,America/Halifax
2122308181,True,America/New_York
5896746708,False,Etc/Unknown
8956221958,False,Etc/Unknown
3838899806,False,Etc/Unknown
3625910195,False,Etc/Unknown
5157814721,True,America/Chicago
7986288193,False,Etc/Unknown
8579769526,True,America/New_York
8938918969,False,Etc/Unknown
3686339258,False,Etc/Unknown
8386428234,True,America/New_York
3305656942,True,America/New_York
8018031796,True,America/Denver
5926994621,False,Etc/Unknown
5035395566,True,America/Los_Angeles
2004681193,False,Etc/Unknown
9988701392,False,Etc/Unknown
2176504158,True,America/Chicago
5293381939,False,Etc/Unknown
3145773884,True,America/Chicago
7866832177,True,America/New_York
2318085677,True,America/New_York
4385119779,True,America/Toronto
3162838821,True,America/Chicago
2806538857,False,Etc/Unknown
5026701502,True,America/New_York
2562938678,True,America/Chicago
8276794775,False,Etc/Unknown
9574201635,False,Etc/Unknown
2065146683,True,America/Los_Angeles
7612948938,False,Etc/Unknown
6147448516,True,America/New_York
2837931591,True,America/New_York
9834220064,False,Etc/Unknown
4246012497,True,America/Los_Angeles
7039312818,True,America/New_York
5332558935,True,America/Adak
7454061164,False,Etc/Unknown
5679469022,True,America/New_York
7286961543,False,Etc/Unknown
8189621907,True,America/Los_Angeles
2263932304,True,America/Toronto
8149171773,True,America/New_York
9124338842,True,America/New_York
7363156630,False,Etc/Unknown
5925335867,False,Etc/Unknown
7984600572,False,Etc/Unknown
8563466146,True,America/New_York
3753048881,False,Etc/Unknown
8474976557,True,America/Chicago
4692236770,True,America/Chicago
8566601985,True,America/New_York
5994026270,False,Etc/Unknown
4283512854,False,Etc/Unknown
9136169701,True,America/Chicago
6813103109,True,America/New_York
7579153865,True,America/New_York
8723808705,True,America/Chicago
2375961951,False,Etc/Unknown
4864891179,False,Etc/Unknown
4693016147,True,America/Chicago
4615535080,False,Etc/Unknown
9823140929,False,Etc/Unknown
9367582196,True,America/Chicago
4844694820,True,America/New_York
3084496218,True,America/Chicago
2023909639,True,America/New_York
8446406056,True,America/Adak
9357718410,False,Etc/Unknown
7774215368,False,Etc/Unknown
8204404104,True,America/Los_Angeles
3345214339,True,America/Chicago
9802330803,True,America/New_York
3932521674,False,Etc/Unknown
9389043469,True,America/Chicago
3099013402,True,America/Chicago
4359283517,True,America/Denver
8759300935,False,Etc/Unknown
5449183810,True,America/Adak
5765957314,False,Etc/Unknown
5146951542,True,America/Toronto
9924769415,False,Etc/Unknown
2946770363,False,Etc/Unknown
6588239292,True,America/Jamaica
3326863235,True,America/New_York
8437402964,True,America/New_York
5762705432,False,Etc/Unknown
8689031596,False,Etc/Unknown
2992065231,False,Etc/Unknown
3138281004,True,America/New_York
5618535042,True,America/New_York
6134888736,True,America/Toronto
9492333762,True,America/Los_Angeles
2144405057,True,America/Chicago
7038005284,True,America/New_York
9974012537,False,Etc/Unknown
2437944502,False,Etc/Unknown
8489083347,True,America/New_York
5079658943,True,America/Chicago
3157868996,True,America/New_York
2773651512,False,Etc/Unknown
6386617880,False,Etc/Unknown
7637510692,True,America/Chicago
3094859474,True,America/Chicago
7366285254,False,Etc/Unknown
6138202639,True,America/Toronto
5887524652,True,America/Adak
5327036564,False,Etc/Unknown
9755873202,False,Etc/Unknown
3247117566,False,Etc/Unknown
2378210464,False,Etc/Unknown
9005917740,True,America/Adak
3752167692,False,Etc/Unknown
4217809593,False,Etc/Unknown
5437422703,False,Etc/Unknown
3286807813,False,Etc/Unknown
5769507583,False,Etc/Unknown
2487967894,True,America/New_York
9244277332,False,Etc/Unknown
6072539274,True,America/New_York
2193170544,True,America/New_York
8499984530,True,America/Santo_Domingo
4908128218,False,Etc/Unknown
3097356783,True,America/Chicago
4145429704,True,America/Chicago
7384606465,False,Etc/Unknown
7584236168,False,Etc/Unknown
9913481767,False,Etc/Unknown
8358699331,False,Etc/Unknown
4862612736,False,Etc/Unknown
2448697598,False,Etc/Unknown
2384577347,False,Etc/Unknown
5962676165,False,Etc/Unknown
4337066569,False,Etc/Unknown
6905831598,False,Etc/Unknown
7015323560,True,America/Chicago
9656467191,False,Etc/Unknown
6603978896,True,America/Chicago
4865027735,False,Etc/Unknown
6075658936,True,America/New_York
3884966004,False,Etc/Unknown
5667087634,True,America/Adak
8338274953,True,America/Adak
8504100620,True,America/New_York
5609516961,False,Etc/Unknown
5958099052,False,Etc/Unknown
7662362472,False,Etc/Unknown
8225587268,False,Etc/Unknown
3949987445,False,Etc/Unknown
5243707967,False,Etc/Unknown
7495494838,False,Etc/Unknown
7633504698,True,America/Chicago
4589011891,True,America/Los_Angeles
7314722986,True,America/Chicago
3147939265,True,America/Chicago
2076670960,True,America/New_York
9377942573,True,America/New_York
9245168660,False,Etc/Unknown
6265803237,True,America/Los_Angeles
8106611655,True,America/New_York
9457843212,False,Etc/Unknown
4739182489,False,Etc/Unknown
9888874614,False,Etc/Unknown
6237143614,True,America/Phoenix
7104844668,True,America/Adak
2998857479,False,Etc/Unknown
5088539520,True,America/New_York
9952231343,False,Etc/Unknown
9989631298,False,Etc/Unknown
8548273181,True,America/New_York
5514409129,True,America/New_York
4388315800,True,America/Toronto
5069569501,True,America/Halifax
9575867378,False,Etc/Unknown
5353433850,False,Etc/Unknown
7775833988,False,Etc/Unknown
4558216059,False,Etc/Unknown
3648896509,True,America/New_York
3108114961,True,America/Los_Angeles
8787744954,True,America/New_York
6776305840,False,Etc/Unknown
7974019806,False,Etc/Unknown
7776104274,False,Etc/Unknown
3948051138,False,Etc/Unknown
6949894530,False,Etc/Unknown
6397494434,True,America/Winnipeg
2993551976,False,Etc/Unknown
5189693438,True,America/New_York
5179272162,True,America/New_York
2232616043,True,America/New_York
5735843794,True,America/Chicago
9908359465,False,Etc/Unknown
3592837304,False,Etc/Unknown
7159202015,True,America/Chicago
2287265728,True,America/Chicago
5642620603,True,America/Los_Angeles
7943848347,False,Etc/Unknown
2154070437,True,America/New_York
6435503845,False,Etc/Unknown
3602045126,True,America/Los_Angeles
9404702228,True,America/Chicago
7299115325,False,Etc/Unknown
3713803206,False,Etc/Unknown
2713146532,False,Etc/Unknown
9742554614,False,Etc/Unknown
7516413910,False,Etc/Unknown
9968216940,False,Etc/Unknown
6793060571,False,Etc/Unknown
7372367119,True,America/Chicago
6372833547,False,Etc/Unknown
7769600202,False,Etc/Unknown
8532813766,False,Etc/Unknown
5063818962,True,America/Halifax
2292607815,True,America/New_York
9005008471,True,America/Adak
4009766001,False,Etc/Unknown
5875104003,True,America/Edmonton
2074701618,True,America/New_York
6515385679,True,America/Chicago
4454319970,True,America/New_York
3624189432,False,Etc/Unknown
9949546093,False,Etc/Unknown
8452141539,True,America/New_York
9226669176,False,Etc/Unknown
9443587088,False,Etc/Unknown
5644323330,True,America/Los_Angeles
7753025284,True,America/Boise
8567349852,True,America/New_York
9335842646,False,Etc/Unknown
6703519093,False,Etc/Unknown
2988914571,False,Etc/Unknown
7073306853,True,America/Los_Angeles
7323310297,True,America/New_York
6787192532,True,America/New_York
6558092498,False,Etc/Unknown
8793457272,False,Etc/Unknown
9368445507,True,America/Chicago
7943645014,False,Etc/Unknown
7803150667,True,America/Edmonton
7457127420,False,Etc/Unknown
3717707265,False,Etc/Unknown
6255741162,False,Etc/Unknown
4855651866,False,Etc/Unknown
4565024612,False,Etc/Unknown
8436037339,True,America/New_York
9304890846,True,America/New_York
6728351340,True,America/Vancouver
5193797381,True,America/Toronto
5386503255,False,Etc/Unknown
7444754822,False,Etc/Unknown
7782131689,True,America/Vancouver
8286114449,True,America/New_York
2742456627,False,Etc/Unknown
2604792386,True,America/New_York
5449263184,True,America/Adak
2989573896,False,Etc/Unknown
8182921448,True,America/Los_Angeles
8547143860,True,America/New_York
5153397384,True,America/Chicago
5793017930,True,America/Toronto
9442975620,False,Etc/Unknown
2533172454,True,America/Los_Angeles
2848317562,False,Etc/Unknown
7016472304,True,America/Denver
5978533243,False,Etc/Unknown
8218084686,False,Etc/Unknown
8589867145,True,America/Los_Angeles
9839781394,False,Etc/Unknown
2016947319,True,America/New_York
5407384262,True,America/New_York
7548300174,True,America/New_York
9514195486,True,America/Los_Angeles
7674757937,False,Etc/Unknown
6546140181,False,Etc/Unknown
5987833382,False,Etc/Unknown
8307978458,True,America/Chicago
4375171874,True,America/Winnipeg
6289486066,True,America/Adak
5052997599,True,America/Denver
8688524374,False,Etc/Unknown
3804503778,True,America/New_York
4972611653,False,Etc/Unknown
9729725132,True,America/Chicago
5189204527,True,America/New_York
3353730145,False,Etc/Unknown
3496012923,False,Etc/Unknown
5775881597,True,America/Adak
8409814736,False,Etc/Unknown
2648131453,False,Etc/Unknown
2767591270,True,America/New_York
7346244498,True,America/New_York
2605213014,True,America/New_York
3282556961,False,Etc/Unknown
2084315313,True,America/Denver
6824521516,True,America/Chicago
2526126218,True,America/New_York
6059314873,True,America/Denver
9863577335,True,America/Boise
6198617003,True,America/Los_Angeles
5908603144,False,Etc/Unknown
6759877983,False,Etc/Unknown
2094463251,True,America/Los_Angeles
2355621942,False,Etc/Unknown
6725709356,True,America/Vancouver
7498544149,False,Etc/Unknown
3518649141,True,America/New_York
2716687106,False,Etc/Unknown
8063857048,True,America/Chicago
5627787685,True,America/Los_Angeles
4334450229,False,Etc/Unknown
2049015852,True,America/Winnipeg
5465403379,False,Etc/Unknown
8232356388,False,Etc/Unknown
4082540691,True,America/Los_Angeles
9654950199,False,Etc/Unknown
6644938682,True,America/Adak
7098851729,True,America/Puerto_Rico
4562046812,False,Etc/Unknown
5467870823,False,Etc/Unknown
9642202080,False,Etc/Unknown
7378071766,True,America/Chicago
6124194365,True,America/Chicago
7419033773,False,Etc/Unknown
5522577758,False,Etc/Unknown
4776507167,False,Etc/Unknown
5995847193,False,Etc/Unknown
8644635644,True,America/New_York
7657306648,True,America/New_York
9459562539,False,Etc/Unknown
6522465141,False,Etc/Unknown
9834975125,False,Etc/Unknown
4239475008,True,America/Chicago
5632574742,True,America/Chicago
3908867087,False,Etc/Unknown
7094644720,True,America/Puerto_Rico
8803892823,False,Etc/Unknown
8642902844,True,America/New_York
8862146964,False,Etc/Unknown
7445233089,False,Etc/Unknown
7172592672,True,America/New_York
8199776306,True,America/Toronto
4632739932,True,America/New_York
8892247331,False,Etc/Unknown
8982129255,False,Etc/Unknown
5504903456,False,Etc/Unknown
3956314731,False,Etc/Unknown
4209119276,False,Etc/Unknown
3753610631,False,Etc/Unknown
5706842512,True,America/New_York
